date,status,gap,seconds,planned_cost_yuan,theta,day_end_soc_kwh
2025-11-08,0,0.0,0.08951724500002456,20235.986842353606,47911.52189278584,8700.0
2025-11-09,0,0.0,0.05779308000001038,49727.23070842981,48016.22869102203,8700.0
2025-11-10,0,0.0,0.055956430999685836,50138.00619962897,48272.71858179404,8700.0
2025-11-11,0,0.0,0.05626739999979691,50572.402746122665,48916.99034704217,8700.0
2025-11-12,0,0.0,0.08712584800014156,51054.38757573166,49087.519438739226,8700.0
2025-11-13,0,0.0,0.0762148230001003,50180.24697855431,17735.027149016714,7200.000000000012
2025-11-14,0,0.0,0.08511606799993388,19802.54404086108,17573.156336787015,7199.999999999999
2025-11-15,0,0.0,0.07352701999980127,20386.819132080935,49952.969126520285,8700.0
2025-11-16,0,0.0,0.04364910999993299,52208.136346567495,50604.70176332742,8700.0
2025-11-17,0,9.720950020988876e-16,0.027947177999976702,52770.26397693381,50648.92793557094,8700.0
2025-11-18,0,0.0,0.02774544399972001,52507.375643520674,50578.75161216987,8700.0
2025-11-19,0,0.0,0.06961469899988515,52841.44492155298,50842.03426719664,8700.0
2025-11-20,0,0.0,0.03647135400024126,52867.76786264723,18368.64031941032,7950.0
2025-11-21,0,0.0,0.13781631800020477,20406.6805220026,18440.615940160063,7950.0
2025-11-22,0,0.0,0.09012879800002338,20745.547089113126,51459.556005501254,8700.0
2025-11-23,0,2.735782388957391e-16,0.0325309519998882,53692.46287040615,51430.675993913355,8700.0
2025-11-24,0,0.0,0.02909565099980682,53711.711041061346,51687.09380925154,8700.0
2025-11-25,0,2.737588317210781e-16,0.030185053999957745,53533.918771543205,51560.477730783445,8700.0
2025-11-26,0,0.0,0.02993618799973774,53767.18987464237,51731.73211734777,8700.0
2025-11-27,0,0.0,0.051486569000189775,53745.61642508097,18404.771150326327,8400.000000000013
2025-11-28,0,0.0,0.08369278199961627,20727.186584774026,18638.496815387392,8399.999999999982
2025-11-29,0,0.0,0.07690259299988611,21128.771643273212,52238.749945505515,8700.0
2025-11-30,0,1.330656008653385e-16,0.031770886999765935,54897.86314723702,52930.01740302862,8700.0
2025-12-01,0,0.0,0.03070153399994524,55408.003434823375,53364.12790677379,8700.0
2025-12-02,0,2.5619492364968483e-16,0.027866036999967037,56360.98854862267,55233.40562519553,8700.0
2025-12-03,0,0.0,0.1163053810000747,57744.44826769488,57074.400619469256,8700.0
2025-12-04,0,0.0,0.11360926499992274,59086.73231306602,22903.947863141446,8700.0
2025-12-05,0,0.0,0.05838460599989048,25286.634409128346,23533.826446822473,8700.0
2025-12-06,0,0.0,0.05412791599974298,25893.449542973205,59784.62251343932,8700.0
2025-12-07,0,0.0,0.028052137999566185,61663.78008605477,62222.57155218904,8700.0
2025-12-08,0,1.1376221499546444e-16,0.03550658099993598,63765.246583708904,62428.05330698796,8700.0
