date,days,purchase_kwh,emergency_kwh,actual_grid_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_kwh,discharge_kwh,curtailment_kwh,emergency_intervals,emergency_days,emergency_while_charging_kwh,emergency_while_charging_intervals,waste_while_discharging_kwh,soc_start_kwh,soc_end_kwh,v2b_total_cost_yuan,savings_vs_v2b_yuan
2025-04-08,1,65722.5695041373,595.3585910431368,66317.92809518044,38912.034255976214,2780.8047137428566,41692.838969719065,21652.886235481732,17553.13607844414,7864.984321476167,35,1,55.35999849500979,6,1558.8341607606587,5995.066977453326,5979.180057782289,41703.8970320601,11.05806234103511
2025-04-09,1,64567.02502201335,1801.7363162582733,66368.76133827162,38357.33430009919,6071.909462243222,44429.24376234241,21568.91759487704,17465.802631449715,3131.33535817763,47,1,1595.597367487695,33,1098.8919147962704,5979.180057782289,5984.758524894162,44465.33169072687,36.087928384455154
2025-04-10,1,65751.57938019345,606.1903851568032,66357.76976535025,39037.700596739676,2734.100705531706,41771.801302271386,21847.54665451311,17682.79546256036,7732.3806733975025,32,1,117.55923271550142,10,2022.4374645391956,5984.758524894162,6000.0,42017.4321005124,245.63079824101442
2025-04-11,1,29183.61099050627,386.8264687926549,29570.437459298926,14650.545873058034,1488.2387036464713,16138.784576704506,16040.276340306491,12992.623835648263,21206.134787974028,23,1,188.31568513593749,9,1402.7484409309434,6000.0,6000.0,16253.099711901148,114.31513519664259
2025-04-12,1,29526.071356041208,162.14117332148237,29688.21252936269,14847.18083076083,689.9216560006131,15537.102486761441,16053.418148900075,13008.10161697388,17617.7354474365,9,1,20.58889581958607,2,1745.3103642904136,6000.0,5994.6300929279805,15530.948010756842,-6.154476004599928
2025-04-13,1,64984.92839902231,299.2126891636255,65284.14108818594,38410.07437928626,1373.3160401319117,39783.39041941818,21623.996673019974,17533.639812089015,6917.425743921644,25,1,19.35950966353778,5,2385.3888025113133,5994.6300929279805,5974.405085213725,39789.96657042234,6.57615100415569
2025-04-14,1,64568.85266376129,276.6621629182329,64845.51482667952,38086.279112237375,1186.2569836498017,39272.536095887175,21458.76453580765,17358.563850696555,8217.282341568422,23,1,104.03770665687432,9,2189.788047703654,5974.405085213725,6000.0,39306.32743543932,33.79133955214638
2025-04-15,1,64593.1872300765,94.02055040430315,64687.20778048081,38213.78056836207,429.84033316047504,38643.62090152255,21475.136157464094,17403.944371304693,10476.58716098807,11,1,63.033960636059135,4,4455.253540912389,6000.0,5989.906573601358,38642.430391209375,-1.1905103131721262
2025-04-16,1,63411.125760508185,595.5588086520886,64006.68456916027,37514.99269662666,1920.4263663245486,39435.41906295121,21118.738628344152,17116.099642528814,4224.453633344935,33,1,399.08189139794223,18,1602.403327577597,5989.906573601358,5978.882847412405,39811.37485265013,375.95578969892085
2025-04-17,1,62256.96071154632,212.33208958730606,62469.292801133626,36966.33890468173,969.0261913276632,37935.365096009395,20675.418116045257,16738.199028690437,5663.731363778809,19,1,114.97497922327744,7,1889.451377916724,5978.882847412405,5988.760231085986,38147.46664981432,212.10155380492506
2025-04-18,1,28662.487320280867,183.17867452749158,28845.665994808358,14293.79014826796,557.0172674886434,14850.807415756604,16016.053377528451,12962.887443775435,19438.382877722004,16,1,48.890695510486296,5,1262.7130879532697,5988.760231085986,6000.0,14908.335462583605,57.52804682700116
2025-04-19,1,28533.749621708685,239.94103453915875,28773.690656247843,14225.318389728776,671.5607579736833,14896.87914770246,16014.324874843773,12971.603148623453,18946.289680027523,11,1,27.022168535921082,2,1251.301959201166,6000.0,6000.0,15006.899477751194,110.02033004873374
2025-04-20,1,61814.73144195273,404.5222038379022,62219.25364579063,36548.49811525392,1625.3627174438807,38173.8608326978,20905.91083960449,16933.78778007964,6289.385702932455,21,1,112.34433281428474,6,1759.4589431304025,6000.0,6000.0,38313.027304504125,139.16647180632572
2025-04-21,1,61589.531866203506,329.0426531150333,61918.57451931854,36315.87940651167,1100.0589631363828,37415.93836964805,20653.32063569043,16738.34511693613,9486.688617230906,25,1,152.3409478036234,11,2861.7451621531645,6000.0,5989.827331081249,37345.85906452578,-70.07930512227176
2025-04-22,1,60953.583801929075,635.6646874102231,61589.2484893393,36205.6530132423,2030.0767601050152,38235.72977334731,20590.146287313702,16668.863090697225,5515.035976056152,27,1,376.0841589683435,14,1961.4168134419251,5989.827331081249,6000.0,38167.607393168,-68.1223801793094
2025-04-23,1,61523.6354042007,323.38545184472014,61847.02085604542,36329.427489072215,1019.4727233153628,37348.900212387576,20560.27244957748,16658.796990702558,6545.628680503832,21,1,182.7344123130056,13,2796.7089553418973,6000.0,5994.470770505779,37439.877134949114,90.97692256153823
2025-04-24,1,60416.68709625399,120.16228172209102,60536.84937797608,35772.48391665235,512.9065089166887,36285.39042556904,20435.581029833218,16547.844327620103,9559.005975762972,18,1,49.212265109162786,6,3090.2837167331736,5994.470770505779,6000.0,36297.44454993917,12.054124370130012
2025-04-25,1,27609.05705109131,178.99769969223166,27788.05475078354,13512.90539978285,595.1820040584212,14108.087403841273,16031.050691021983,12994.840696174497,22751.487105936052,14,1,98.10585469335984,6,1352.9032959399726,6000.0,5989.233737281454,14228.583221304765,120.49581746349213
2025-04-26,1,27464.525024154496,415.435917271992,27879.96094142649,13436.557084945183,1515.524380675388,14952.081465620571,16001.642955745087,12958.568203947842,24766.69255629591,28,1,223.40695775507103,13,1172.887210998273,5989.233737281454,5992.303281954426,14974.064505436127,21.983039815555458
2025-04-27,1,57323.340456883816,1029.6438849032545,58352.98434178707,33825.8140944689,4338.424330804505,38164.238425273405,20445.273882551435,16553.74479862564,5887.984074527942,37,1,388.769342172543,10,1160.2204998832394,5992.303281954426,6000.0,38491.05813830441,326.81971303100727
2025-04-28,1,57415.79763243956,5521.200728810038,62936.99836124959,33980.90881125893,20005.17436489711,53986.08317615604,20375.52997033749,16507.197876498405,2446.698950743835,65,1,4821.40045136176,48,1228.523845437101,6000.0,5996.64599941663,54267.756567187615,281.6733910315743
2025-04-29,1,59288.18134961121,576.9967960969402,59865.178145708145,35067.50839869186,2455.5928622907254,37523.10126098259,19565.804361243387,15845.282932082113,8711.442999880212,18,1,276.3863317601499,8,2836.2082030353736,5996.64599941663,6000.0,37509.7676278413,-13.33363314129383
2025-04-30,1,58984.08433914275,840.211274174939,59824.295613317685,34954.26486935503,3077.506301600198,38031.771170955224,19502.994044640775,15797.425176159028,7861.872311502603,34,1,567.2080451968844,18,2907.0932800738606,6000.0,6000.0,38166.19882681597,134.4276558607453
2025-05-01,1,58568.23502587691,2546.385726344014,61114.62075222092,34855.287503036925,12150.583132491365,47005.87063552829,19568.988015571824,15969.195176330253,6503.449112979351,61,1,500.78693867900785,14,964.93152008291,6000.0,5868.539018092131,47075.38071177381,69.51007624551858
2025-05-02,1,27554.395030188185,3207.5685195185724,30761.963549706757,13640.197259090557,14392.447001690582,28032.64426078114,16102.251504101796,12979.585008452144,13348.976970723772,74,1,1366.3598694286022,33,203.6813275079581,5868.539018092131,5938.804251281368,28058.15664764773,25.512386866590532
2025-05-03,1,28301.8861547901,1371.8682289645658,29673.754383754665,14176.272199410381,6935.588184627329,21111.860384037707,16100.523682090858,12997.197297305342,17703.25634896915,38,1,316.75604764332235,10,558.9231980924892,5938.804251281368,5987.945234823871,21172.501286726518,60.640902688810456
2025-05-04,1,63102.86275561037,1158.7412874259612,64261.60404303633,37571.24353811755,5344.030524165896,42915.274062283446,19993.14421510943,16243.191660596924,8776.984155190488,47,1,366.4108622750948,19,3297.2472856293543,5987.945234823871,5933.784294425783,43243.3921403343,328.1180780508512
2025-05-05,1,64145.38911650079,1562.0973740308752,65707.48649053166,38255.0528882428,6811.345008504919,45066.397896747716,20128.18696920366,16245.919900850175,6749.21262217818,48,1,592.1125289108992,18,1075.342469138611,5933.784294425783,5998.130454653327,45360.14231317441,293.7444164266926
2025-05-06,1,63852.472049590804,1210.8683106326987,65063.340360223505,38382.51104698909,4621.432692644265,43003.94373963336,20082.071822101996,16377.17178080161,8488.357952256449,36,1,547.2154569371191,13,1081.0545657268592,5998.130454653327,5875.137560321117,43369.4661190358,365.5223794024423
2025-05-07,1,65124.84288491183,854.5382448735345,65979.38112978537,39001.03535597613,4075.8865234860964,43076.92187946223,20915.867184459305,16894.527769371354,6890.195764697413,39,1,222.92414791484555,14,2004.4376896520694,5875.137560321117,5927.7205048107635,42754.63900389223,-322.28287556999567
2025-05-08,1,66901.78627954861,604.6591496486101,67506.44542919722,40794.97805945704,2522.872088055199,43317.85014751224,21456.27309534558,17324.745987970447,7548.405921822097,19,1,225.08453566090998,10,3038.859878142986,5927.7205048107635,5988.648526210183,43607.561757875745,289.7116103635053
