date,common_initial_soc_kwh,purchase_l1_difference_kwh,charge_l1_difference_kwh,discharge_l1_difference_kwh,r1_end_soc_kwh,r2_end_soc_kwh,end_soc_difference_kwh
2025-11-10,8550.000000000002,0.0,0.0,0.0,8549.999999999995,8549.999999999995,0.0
2025-11-11,8550.0,0.0,0.0,0.0,8549.999999999996,8549.999999999996,0.0
2025-11-12,8550.0,2.2737367544323206e-13,1.1368683772161603e-13,0.0,8550.000000000004,8550.000000000004,0.0
2025-11-13,8550.000000000004,0.0,0.0,0.0,7950.000000000003,7950.000000000003,0.0
2025-11-14,7950.000000000002,0.0,0.0,0.0,7836.040467181352,7836.040467181352,0.0
2025-11-15,7836.040467181359,0.0,0.0,0.0,8550.000000000004,8550.000000000004,0.0
2025-11-16,8550.0,0.0,0.0,0.0,8550.000000000005,8550.000000000005,0.0
2025-11-17,8550.000000000002,0.0,0.0,0.0,8550.000000000002,8550.000000000002,0.0
2025-11-18,8550.0,0.0,0.0,0.0,8549.999999999998,8549.999999999998,0.0
2025-11-19,8550.0,0.0,0.0,0.0,8550.000000000004,8550.000000000004,0.0
2025-11-20,8550.000000000002,0.0,0.0,0.0,7950.000000000001,7950.000000000001,0.0
2025-11-21,7950.000000000004,0.0,0.0,0.0,7950.000000000006,7950.000000000006,0.0
2025-11-22,7950.000000000002,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-11-23,8550.000000000004,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-11-24,8550.000000000004,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-11-25,8550.000000000002,0.0,0.0,0.0,8549.999999999996,8549.999999999996,0.0
2025-11-26,8550.0,0.0,0.0,0.0,8549.999999999998,8549.999999999998,0.0
2025-11-27,8550.000000000004,0.0,0.0,0.0,7950.000000000001,7950.000000000001,0.0
2025-11-28,7950.0,0.0,0.0,0.0,7950.0,7950.0,0.0
2025-11-29,7950.0,0.0,0.0,0.0,8549.999999999995,8549.999999999995,0.0
2025-11-30,8550.0,0.0,0.0,0.0,8549.999999999996,8549.999999999996,0.0
2025-12-01,8550.0,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-12-02,8550.0,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-12-03,8550.000000000002,0.0,0.0,0.0,8549.999999999996,8549.999999999996,0.0
2025-12-04,8550.000000000004,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-12-05,8550.0,0.0,0.0,0.0,8550.000000000004,8550.000000000004,0.0
2025-12-06,8550.000000000004,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-12-07,8550.0,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-12-08,8550.000000000004,0.0,0.0,0.0,8549.999999999996,8549.999999999996,0.0
2025-12-09,8550.0,0.0,0.0,0.0,8550.000000000002,8550.000000000002,0.0
2025-12-10,8550.0,0.0,0.0,0.0,8550.000000000004,8550.000000000004,0.0
2025-12-11,8550.000000000004,0.0,0.0,0.0,8549.999999999998,8549.999999999998,0.0
2025-12-12,8550.0,0.0,1.1368683772161603e-13,0.0,8550.000000000002,8550.000000000002,0.0
2025-12-13,8550.0,2.2737367544323206e-13,1.1368683772161603e-13,0.0,8550.0,8550.0,0.0
2025-12-14,8550.0,0.0,0.0,0.0,8549.999999999998,8549.999999999998,0.0
2025-12-15,8550.0,0.0,0.0,0.0,8549.999999999996,8549.999999999996,0.0
2025-12-16,8550.0,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-12-17,8550.000000000002,0.0,0.0,0.0,8550.000000000002,8550.000000000002,0.0
2025-12-18,8550.000000000004,0.0,0.0,0.0,8550.000000000002,8550.000000000002,0.0
2025-12-19,8550.0,0.0,1.1368683772161603e-13,0.0,8550.000000000004,8550.000000000004,0.0
2025-12-20,8550.0,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-12-21,8550.000000000002,0.0,0.0,0.0,8549.999999999996,8549.999999999996,0.0
2025-12-22,8550.000000000002,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-12-23,8550.000000000002,0.0,0.0,0.0,8549.999999999998,8549.999999999998,0.0
2025-12-24,8550.000000000002,0.0,0.0,0.0,8549.999999999996,8549.999999999996,0.0
2025-12-25,8550.000000000002,0.0,0.0,0.0,8549.999999999998,8549.999999999998,0.0
2025-12-26,8550.000000000002,4.092726157978177e-12,2.0463630789890885e-12,1.637090463191271e-12,8550.000000000004,8550.000000000004,0.0
2025-12-27,8550.0,0.0,1.1368683772161603e-13,0.0,8550.000000000004,8550.000000000004,0.0
2025-12-28,8550.0,0.0,0.0,0.0,8549.999999999996,8549.999999999996,0.0
2025-12-29,8550.0,0.0,0.0,0.0,8549.999999999998,8549.999999999998,0.0
2025-12-30,8550.000000000002,0.0,0.0,0.0,8549.999999999996,8549.999999999996,0.0
2025-12-31,8550.0,0.0,0.0,0.0,8549.999999999996,8549.999999999996,0.0
